source_package,count
python-barbicanclient,10
python-coloredlogs,10
python-coverage,10
python-deprecated,10
python-django-compressor,10
python-ecdsa,10
python-google-auth,10
python-lz4,10
python-oslo.cache,10
python-pyelftools,10
python-tinycss2,10
python-vobject,10
python-xlrd,10
python-zombie-imp,10
qpdf,10
qt6-shadertools,10
qt6-virtualkeyboard,10
r-bioc-rhdf5,10
r-bioc-sparsearray,10
r-bioc-zlibbioc,10
r-cran-cardata,10
r-cran-class,10
r-cran-e1071,10
r-cran-gam,10
r-cran-geepack,10
r-cran-glmnet,10
r-cran-ordinal,10
r-cran-patchwork,10
r-cran-pbapply,10
r-cran-rjson,10
r-cran-spatstat,10
r-cran-spdep,10
r-cran-vcr,10
r-cran-vgam,10
r-cran-webfakes,10
r-cran-xts,10
requests-file,10
retroarch,10
ros-navigation-msgs,10
ros-resource-retriever,10
ros2-rcpputils,10
ruby-omniauth-oauth2,10
ruby-pg,10
ruby-sinatra,10
ruby-sqlite3,10
ruby-zip,10
rust-netlink-sys,10
saods9,10
screen,10
scummvm,10
seabios,10
setuptools-scm,10
shibboleth-sp,10
sisu,10
slingshot-clojure,10
snd,10
sound-theme-freedesktop,10
spatialindex,10
spyder,10
staden-io-lib,10
stk,10
supercollider-sc3-plugins,10
superlu-dist,10
svt-av1,10
sword,10
swtpm,10
tango-icon-theme,10
tasmanian,10
tcsh,10
telepathy-qt,10
tftp-hpa,10
tmux,10
tre,10
tree,10
ujson,10
v-sim,10
vamp-plugin-sdk,10
voms,10
waylandpp,10
wpa,10
wtforms,10
x2gothinclient,10
xapian-bindings,10
xdg-desktop-portal,10
xfsprogs,10
xmedcon,10
xsel,10
xz-java,10
zita-alsa-pcmi,10
aiodns,9
amule,9
android-platform-art,9
appmenu-gtk-module,9
arch-test,9
arctica-greeter,9
ardour,9
asciidoc,9
ayatana-indicator-messages,9
baresip,9
bladerf,9
blendsel,9
breeze-icons,9
capnproto,9
cdrdao,9
celery,9
charliecloud,9
cherrypy3,9
cl-kmrcl,9
cl-rt,9
clj-time-clojure,9
clucene-core,9
clutter-gst-3.0,9
cme,9
cod-tools,9
coinor-cgl,9
consolekit2,9
containerd,9
crawl,9
cuneiform,9
defcon,9
deviceinfo,9
dh-make-perl,9
dibbler,9
doxygen,9
elpa-transient,9
emoslib,9
fenics-ufl,9
flatbuffers,9
font-manager,9
fonts-adf,9
fonts-samyak,9
freediameter,9
ftxui,9
game-data-packager,9
gatb-core,9
gcc-arm-none-eabi,9
geronimo-jta-1.2-spec,9
gerris,9
gir1.2-gdk-4.0,9
git-buildpackage,9
gnunet,9
gnupg1,9
golang-github-go-logr-logr,9
golang-github-go-test-deep,9
golang-github-google-btree,9
golang-github-imdario-mergo,9
golang-github-juju-testing,9
golang-github-julienschmidt-httprouter,9
golang-github-kylelemons-godebug,9
golang-github-mdlayher-netlink,9
golang-github-prometheus-common,9
golang-github-protonmail-go-crypto,9
golang-github-sergi-go-diff,9
golang-github-sigstore-sigstore,9
golang-github-ulikunitz-xz,9
golang-github-zclconf-go-cty,9
golang-glog,9
golang-golang-x-xerrors,9
golang-gopkg-errgo.v1,9
golang-uber-goleak,9
googletest,9
gorm.app,9
gr-osmosdr,9
gradle,9
graphite2,9
gretl,9
gstreamer-editing-services1.0,9
haskell-contravariant,9
haskell-entropy,9
haskell-gi-gdkpixbuf,9
haskell-gi-gio,9
haskell-gi-gtk,9
haskell-half,9
haskell-io-streams,9
haskell-mime-types,9
haskell-mono-traversable,9
haskell-network-bsd,9
haskell-old-time,9
haskell-pandoc-types,9
haskell-src-exts,9
haskell-src-meta,9
haskell-time-locale-compat,9
haskell-vault,9
haskell-wai-extra,9
haskell-yi-language,9
haskell-yi-rope,9
host,9
info-browser,9
inotify-tools,9
ipmitool,9
iw,9
java5-runtime-headless,9
jcommander,9
jersey1,9
jeuclid,9
jglobus,9
jmol,9
jose,9
jsoup,9
judy,9
jupyter-notebook,9
kdeconnect,9
kdevelop,9
kdiagram,9
kdialog,9
kerberos-configs,9
kf6-bluez-qt,9
kf6-kunitconversion,9
ksyntax-highlighting,9
leaflet,9
libaccounts-glib,9
libambix,9
libapp-cmd-perl,9
libautobox-perl,9
libb2,9
libbusiness-onlinepayment-perl,9
libcache-memcached-perl,9
libcatalyst-plugin-authentication-perl,9
libclass-isa-perl,9
libcohttp-lwt-ocaml-p3nw7,9
libcohttp-ocaml-dev-r3p82,9
libcommuni,9
libcpan-meta-requirements-perl,9
libcrypt-cbc-perl,9
libcrypt-des-perl,9
libdata-dumper-concise-perl,9
libdata-optlist-perl,9
libdata-uuid-perl,9
libdata-validate-ip-perl,9
libdata-visitor-perl,9
libdisorder,9
libdnf,9
libencode-locale-perl,9
libfastutil-java,9
libfile-basedir-perl,9
libfile-mimeinfo-perl,9
libfreenect,9
libgdf,9
libghc-basement-dev-0.0.16-03851,9
libghc-basement-prof-0.0.16-03851,9
libghc-constraints-dev-0.14.2-50ef2,9
libghc-constraints-prof-0.14.2-50ef2,9
libghc-gi-gdk-dev-3.0.29-bb1e9,9
libghc-gi-gdk-prof-3.0.29-bb1e9,9
libghc-hslogger-dev-1.3.1.1-33d73,9
libghc-hslogger-prof-1.3.1.1-33d73,9
libghc-hspec-core-dev-2.11.9-d7dcb,9
libghc-hspec-core-prof-2.11.9-d7dcb,9
libghc-old-time-dev-1.1.0.4-663e0,9
libghc-old-time-prof-1.1.0.4-663e0,9
libghc-pem-dev-0.2.4-a2173,9
libghc-pem-prof-0.2.4-a2173,9
libghc-persistent-dev-2.14.6.3-ec8ab,9
libghc-persistent-prof-2.14.6.3-ec8ab,9
libghc-pretty-show-dev-1.10-a6ef0,9
libghc-pretty-show-prof-1.10-a6ef0,9
libghc-these-dev-1.2.1-9ab27,9
libghc-these-prof-1.2.1-9ab27,9
libghc-xml-dev-1.3.14-8a6bc,9
libghc-xml-prof-1.3.14-8a6bc,9
libghc-yaml-dev-0.11.11.2-e4509,9
libghc-yaml-prof-0.11.11.2-e4509,9
libgit-wrapper-perl,9
libgnome-games-support1,9
libinfinity,9
libisal,9
libkpim6akonadicalendar6-24.12,9
libkpim6calendarutils6-24.12,9
liblapack64.so.3,9
liblocale-codes-perl,9
liblwt-log-ocaml-dz1h5,9
liblzf,9
libmcrypt,9
libmldbm-perl,9
libmng,9
libmodern-perl-perl,9
libmodule-cpanfile-perl,9
libmoosex-nonmoose-perl,9
libmp3-info-perl,9
libndr6,9
libnet-idn-encode-perl,9
libnet-perl,9
libnfs,9
libodb,9
libparams-classify-perl,9
libpath-iterator-rule-perl,9
libpdf-api2-perl,9
libpod-pom-perl,9
libproc-processtable-perl,9
libreact-ocaml-dev-qf139,9
libresult-ocaml-ah6e5,9
libretro-frontend,9
librsync,9
librust-arc-swap-1+default-dev,9
librust-cc-1+parallel-dev,9
librust-chrono-0.4-dev,9
librust-cpufeatures-0.2+default-dev,9
librust-crc-3+default-dev,9
librust-csv-1+default-dev,9
librust-futures-io-0.3+std-dev,9
librust-glib-0.18+default-dev,9
librust-gobject-sys-0.18+default-dev,9
librust-gufo-common-0.2+default-dev,9
librust-http-body-util-0.1+default-dev,9
librust-httpdate-1+default-dev,9
librust-itertools-0+default-dev,9
librust-lv2-sys-2+default-dev,9
librust-nom-7+std-dev,9
librust-pest-2+default-dev,9
librust-proc-macro-hack-0.5+default-dev,9
librust-proc-macro2-1+proc-macro-dev,9
librust-quick-xml-0.36+default-dev,9
librust-regex-syntax-0.8+default-dev,9
librust-scoped-tls-1+default-dev,9
librust-sequoia-openpgp-2+crypto-nettle-dev,9
librust-serde-urlencoded-0.7+default-dev,9
librust-signal-hook-0.3+default-dev,9
librust-smallvec-1+union-dev,9
librust-syn-2+fold-dev,9
librust-tinyvec-1+default-dev,9
librust-tower-layer-0.3+default-dev,9
librust-typenum-1+default-dev,9
librust-unicase-2+default-dev,9
librust-unicode-width-0.2+default-dev,9
librust-urid-0.1+default-dev,9
librust-winapi-0.3+errhandlingapi-dev,9
librust-winapi-0.3+winnt-dev,9
libset-scalar-perl,9
libsort-naturally-perl,9
libspecio-perl,9
libsub-exporter-formethods-perl,9
libtcl,9
libtest-harness-perl,9
libtext-autoformat-perl,9
libtext-iconv-perl,9
libtrace3,9
libuutf-ocaml-1bd71,9
libvigraimpex,9
libwx-perl,9
libxres,9
lmodern,9
localsearch,9
log4shib,9
logback,9
lomiri-history-service,9
lomiri-indicator-network,9
lomiri-indicator-transfer,9
lomiri-settings-components,9
lomiri-ui-extras,9
lua-expat,9
maliit-framework,9
marco,9
mariadb-connector-java,9
maven-common-artifact-filters,9
maven-plugin-tools,9
md4c,9
mdbtools,9
mediascanner2,9
mkcal,9
mpsolve,9
msgpack-c,9
nauty,9
nbconvert,9
ncl,9
neuron,9
node-assert,9
node-fetch,9
node-ipydatagrid,9
node-is-plain-object,9
node-jest,9
node-jquery-mousewheel,9
node-katex,9
node-micromatch,9
node-punycode,9
node-rollup,9
node-typescript,9
oar,9
obexftp,9
openni2,9
opensc,9
openslide,9
openstack-pkg-tools,9
optipng,9
osm-gps-map,9
p4est,9
pavucontrol,9
pbbam,9
pd-zexy,9
peewee,9
perl-openssl-abi-3,9
php-composer-ca-bundle,9
php-imagick,9
plasma-framework,9
pmix,9
pocketsphinx,9
polkit-1-auth-agent,9
postscript-viewer,9
powerline,9
ppl,9
procmail,9
prometheus-cpp,9
pymol,9
python-azure,9
python-bottle,9
python-fabio,9
python-h2,9
python-marshmallow,9
python-microversion-parse,9
python-paho-mqtt,9
python-pefile,9
python-pluggy,9
python-pyperclip,9
python-semantic-version,9
python-skbio,9
python-slugify,9
python-stem,9
python-tomli-w,9
python-trio,9
python-wsme,9
python-zombie-telnetlib,9
python3-certbot-abi-4,9
qt6-graphs,9
qt6-imageformats,9
qt6-remoteobjects,9
qtcontacts-sqlite,9
qtwayland-client-abi-5-15-15,9
quadprog,9
r-bioc-genomicalignments,9
r-bioc-graph,9
r-cran-ade4,9
r-cran-coin,9
r-cran-commonmark,9
r-cran-cowplot,9
r-cran-forcats,9
r-cran-glmmtmb,9
r-cran-mclust,9
r-cran-mime,9
r-cran-posterior,9
r-cran-rcppparallel,9
r-cran-remotes,9
r-cran-rms,9
r-cran-rtsne,9
r-cran-survey,9
r-cran-testit,9
r-cran-usethis,9
r-cran-uuid,9
r-cran-vegan,9
r-cran-xfun,9
raku-api-2024.09+b2021349,9
rdkit,9
recode,9
reportbug,9
ri-li,9
rocksdb,9
ros-actionlib,9
ros-message-generation,9
ros-rospack,9
ros2-ament-index,9
rpcbind,9
rplay,9
ruby-logger,9
ruby-prawn,9
ruby-rexml,9
rust-c2-chacha,9
rust-curl,9
rust-structopt,9
saga,9
slashem,9
sleuthkit,9
sofia-sip,9
sord,9
sqlcipher,9
sqlparse,9
srt,9
supernovas,9
tetgen,9
texmacs,9
theme-d,9
timidity,9
tokyocabinet,9
trac,9
traceroute,9
tryton-modules-account-payment,9
tryton-modules-bank,9
tryton-modules-stock-shipment-measurements,9
tycho2,9
ucx,9
ufo-core,9
uriparser,9
vdr-plugin-xineliboutput,9
vips,9
woff2,9
wordlist,9
wvstreams,9
xaw3d,9
xinit,9
xpa,9
yubikey-personalization,9
znc,9
afflib,8
aoflagger,8
apertium-separable,8
appconfig,8
armagetronad,8
aspell-en,8
avalon-framework,8
avogadro,8
baloo-kf5,8
bcel,8
bedtools,8
blinker,8
blueman,8
bogofilter,8
bordeaux-threads,8
bowtie,8
bpfcc,8
brise,8
bsdgames,8
bsdmainutils,8
bulletml,8
bwidget,8
cbflib,8
cctbx,8
cd-hit,8
ceilometer,8
cffi,8
cglib,8
chasen,8
civetweb,8
cl-portable-aserve,8
clustalo,8
clustalw,8
cm-super,8
codec2,8
coffeescript,8
coinor-symphony,8
collectd,8
commons-exec,8
commons-httpclient,8
coq,8
courier-unicode,8
cp2k,8
cvc5,8
dbus-c++,8
dcap,8
dia,8
dict-server,8
distro-info-data,8
doomsday,8
dssi,8
dune-common,8
dutch,8
dvi2ps-fontdata,8
ed,8
fai,8
farstream-0.2,8
fbreader,8
fckit,8
ffms2,8
findbugs,8
flot,8
fonts-hack,8
fonts-inter,8
freexl,8
game-music-emu,8
gap-polycyclic,8
gap-smallgrp,8
gecode,8
genshi,8
getfem,8
gir1.2-gdk-4.0-dev,8
glade,8
globus-ftp-control,8
gmp-ecm,8
gmt,8
gnucap,8
gnustep-make,8
golang-1.24,8
golang-github-azure-go-autorest,8
golang-github-blang-semver,8
golang-github-containerd-console,8
golang-github-juju-errors,8
golang-github-opencontainers-selinux,8
golang-github-pierrec-lz4,8
golang-github-secure-systems-lab-go-securesystemslib,8
golang-github-xeipuuv-gojsonschema,8
golang-gocapability-dev,8
golang-golang-x-image,8
golang-gopkg-ini.v1,8
golang-pq-dev,8
gpsbabel,8
grace,8
grilo,8
gtkmm4.0,8
gutenprint,8
hackrf,8
hamradio-files,8
haskell-adjunctions,8
haskell-auto-update,8
haskell-cookie,8
haskell-copilot-core,8
haskell-dbus,8
haskell-doclayout,8
haskell-gi-cairo,8
haskell-glob,8
haskell-hslua-packaging,8
haskell-hspec,8
haskell-http,8
haskell-microlens-th,8
haskell-parallel,8
haskell-parsers,8
haskell-regex-base,8
haskell-sha,8
haskell-skylighting-core,8
haskell-strict,8
haskell-th-orphans,8
haskell-tls,8
haskell-wai-logger,8
haskell-word8,8
haskell-yi-core,8
highway,8
hunspell-fr,8
ibm-3270,8
icinga-php-thirdparty,8
id3lib3.8.3,8
ipcalc,8
itcl3,8
java-atk-wrapper,8
jquery-ui-themes,8
jsamp,8
json-simple,8
jupyter-server,8
k3b,8
kaddressbook,8
kalzium,8
kdsoap,8
kf6-kdesu,8
kglobalacceld,8
kio-extras,8
knotifyconfig,8
kodi-api-audioencoder,8
kontactinterface,8
kscreenlocker,8
kylin-burner,8
lam,8
latex-cjk-chinese-arphic,8
lib25519,8
libantlr3c,8
libavc1394,8
libax25,8
libbigarray-compat-ocaml-dev-hryr0,8
libboolean-perl,8
libcgi-fast-perl,8
libcommons-dbcp-java,8
libcompface,8
libconfig-ini-perl,8
libconfig-model-tkui-perl,8
libcoq-hierarchy-builder-x91u3,8
libcrypto++,8
libdaemon,8
libdata-section-perl,8
libdata-validate-uri-perl,8
libdatetime-format-w3cdtf-perl,8
libdatetime-locale-perl,8
libdevel-declare-perl,8
libdex,8
libdumbnet,8
libeatmydata,8
libebml,8
libemail-abstract-perl,8
libemail-address-perl,8
libemail-date-format-perl,8
libfcgi-perl,8
libfido2,8
libfile-libmagic-perl,8
libfizmo,8
libfreetype6-dev,8
libftdi,8
libgd-gd2-noxpm-perl,8
libghc-attoparsec-aeson-dev-2.1.0.0-6f78e,8
libghc-attoparsec-aeson-prof-2.1.0.0-6f78e,8
libghc-haskeline-dev-0.8.2.1-2332e,8
libghc-haskell-src-exts-dev-1.23.1-3c188,8
libghc-haskell-src-exts-prof-1.23.1-3c188,8
libghc-hourglass-dev-0.2.12-44547,8
libghc-hourglass-prof-0.2.12-44547,8
libghc-http-dev-4000.4.1-94e77,8
libghc-http-prof-4000.4.1-94e77,8
libghc-microlens-platform-dev-0.4.3.5-bf286,8
libghc-microlens-platform-prof-0.4.3.5-bf286,8
libghc-monad-logger-dev-0.3.40-32bf1,8
libghc-monad-logger-prof-0.3.40-32bf1,8
libghc-prettyprinter-ansi-terminal-dev-1.1.3-cd3fc,8
libghc-prettyprinter-ansi-terminal-prof-1.1.3-cd3fc,8
libghc-rio-dev-0.1.22.0-26900,8
libghc-rio-prof-0.1.22.0-26900,8
libghc-shakespeare-dev-2.1.1-48430,8
libghc-shakespeare-prof-2.1.1-48430,8
libghc-th-lift-instances-dev-0.1.20-dec8b,8
libghc-th-lift-instances-prof-0.1.20-dec8b,8
libghc-time-compat-dev-1.9.6.1-a9589,8
libghc-uniplate-dev-1.6.13-9bb77,8
libghc-uniplate-prof-1.6.13-9bb77,8
libghc-void-dev-0.7.3-a7720,8
libghc-void-prof-0.7.3-a7720,8
libgig,8
libgpiod,8
libhtml-format-perl,8
libimagequant,8
libimobiledevice-glue,8
libio-interactive-perl,8
libitext-java,8
libitext5-java,8
libjcat,8
libjlatexmath-java,8
libjoda-time-java,8
libjs-bootswatch,8
libjson-rpc-cpp,8
libjsonparser,8
libkkc,8
libkpim6akonadiprivate6-24.12,8
libkpim6grantleetheme6-24.12,8
libkpim6mailcommon6-24.12,8
libkpim6messagecore6-24.12,8
libkpim6messageviewer6-24.12,8
liblcmaps0,8
libldac,8
liblinear,8
liblrdf,8
libmatch-simple-perl,8
libmatekbd,8
libmeta-perl,8
libmms,8
libmodulemd,8
libnatpmp,8
libnet-netmask-perl,8
liboauth2,8
libofx,8
libopenobex,8
libparams-validationcompiler-perl,8
libparse-yapp-perl,8
libpeas2,8
libpod-simple-perl,8
libpodofo,8
libptime-ocaml-ja143,8
libqrtr-glib,8
libqt5xdg,8
libquazip1-qt6,8
librdf-ns-perl,8
librust-anstream-0.6+default-dev,8
librust-blocking-1+default-dev,8
librust-digest-0.10+mac-dev,8
librust-env-logger+default-dev,8
librust-futures-channel-0.3+sink-dev,8
librust-gdk4-sys-0.9+default-dev,8
librust-gix-object-0.46+serde-dev,8
librust-gstreamer-sys-0.23+default-dev,8
librust-gtk4-0.9+default-dev,8
librust-h2-0.4+default-dev,8
librust-hkdf-0.12+default-dev,8
librust-html5ever-0.27+default-dev,8
librust-httparse-1+default-dev,8
librust-hyper-1+default-dev,8
librust-image-0.25+png-dev,8
librust-maplit-1+default-dev,8
librust-nix-0.29+poll-dev,8
librust-num-traits-0.2+i128-dev,8
librust-prost-0.12+default-dev,8
librust-quickcheck-1+default-dev,8
librust-regex-1+unicode-dev,8
librust-rustix-0.38+event-dev,8
librust-rustix-0.38+process-dev,8
librust-ryu-1+default-dev,8
librust-schemars-0.8+default-dev,8
librust-smallvec-1+serde-dev,8
librust-strsim-0.11+default-dev,8
librust-strum-0.26+default-dev,8
librust-symphonia-metadata-0.5+default-dev,8
librust-tokio-1+process-dev,8
librust-unic-char-range-0.9+default-dev,8
librust-unic-langid-0.9+default-dev,8
librust-unic-ucd-version-0.9+default-dev,8
librust-unicode-xid-0.2+default-dev,8
librust-untrusted-0.9+default-dev,8
librust-vcpkg-0.2+default-dev,8
librust-winapi-0.3+sysinfoapi-dev,8
librust-winapi-0.3+wincon-dev,8
librust-winapi-0.3+winsock2-dev,8
libsass,8
libsass-python,8
libsereal-encoder-perl,8
libsixel,8
libsmithwaterman,8
libsort-versions-perl,8
libspreadsheet-writeexcel-perl,8
libstarpu-any-1.4-6,8
libstatistics-descriptive-perl,8
libsys-cpu-perl,8
libterm-progressbar-perl,8
libtext-markdown-perl,8
libtickit-perl,8
libtime-parsedate-perl,8
libunicode-utf8-perl,8
liburi-encode-perl,8
libuutf-ocaml-dev-1bd71,8
libvhdi,8
libvirt-glib,8
libvmdk,8
libwww-curl-perl,8
libxc,8
libxcvt,8
libxml-perl,8
libyojson-ocaml-dev-0y6j6,8
libzen,8
libzim,8
libzypp,8
lmfit-py,8
lomiri-action-api,8
lomiri-telephony-service,8
lzlib,8
magit,8
manpages,8
marisa,8
markdown-it-py,8
mime-support,8
mod-wsgi,8
mp3splt,8
newlib,8
nfft,8
nghttp3,8
node-async,8
node-camelcase,8
node-chart.js,8
node-chokidar,8
node-convert-source-map,8
node-d,8
node-d3-array,8
node-d3-color,8
node-depd,8
node-es6-symbol,8
node-esutils,8
node-fs-extra,8
node-globby,8
node-mime-types,8
node-ms,8
node-react-hot-loader,8
node-resolve-from,8
node-slash,8
node-vscode-lsp,8
nwchem,8
objenesis,8
ocamlnet,8
onboard,8
open-isns,8
openrc,8
opensaml,8
openscap,8
opensubdiv,8
openvdb,8
opm-common,8
osmpbf,8
oss-compat,8
papirus-icon-theme,8
parlatype,8
patchutils,8
pbcopper,8
pd-import,8
peony,8
php-async-aws-core,8
php-composer-semver,8
php-doctrine-deprecations,8
php-igbinary,8
php-monolog,8
php-parser,8
picard-tools,8
pioneers,8
plasma-desktop,8
plasma-discover,8
plexus-classworlds,8
pocl,8
powerdevil,8
pstoedit,8
pydata-sphinx-theme,8
pydicom,8
pydot,8
pygithub,8
pymca,8
pyroute2,8
python-atomicwrites,8
python-autobahn,8
python-botocore,8
python-build,8
python-cartopy,8
python-dendropy,8
python-docker,8
python-dogpile.cache,8
python-email-validator,8
python-evdev,8
python-gnocchiclient,8
python-googleapi,8
python-jwcrypto,8
python-launchpadlib,8
python-ldap3,8
python-looseversion,8
python-meshio,8
python-odf,8
python-progressbar,8
python-qtconsole,8
python-retrying,8
python-rioxarray,8
python-semver,8
qastools,8
qmf,8
qpdfview,8
qpid-proton,8
qtconnectivity-opensource-src,8
qtfeedback-opensource-src,8
qtimageformats-opensource-src,8
qtvirtualkeyboard-opensource-src,8
r-bioc-beachmat,8
r-cran-bayesplot,8
r-cran-bslib,8
r-cran-cairo,8
r-cran-insight,8
r-cran-interp,8
r-cran-lazyeval,8
r-cran-locfit,8
r-cran-mice,8
r-cran-optimx,8
r-cran-pander,8
r-cran-pbkrtest,8
r-cran-pkgbuild,8
r-cran-pscl,8
r-cran-psych,8
r-cran-r.methodss3,8
r-cran-rann,8
r-cran-rspectra,8
r-cran-viridislite,8
r-cran-whisker,8
rasqal,8
recoll,8
redmine,8
resolvconf,8
rhash,8
ros-collada-urdf,8
ros-message-runtime,8
ros-pluginlib,8
ros-robot-state-publisher,8
ruby-builder,8
ruby-faraday-follow-redirects,8
ruby-kramdown,8
ruby-mini-mime,8
ruby-rails-dom-testing,8
ruby-timers,8
sanlock,8
schroot,8
scim-tables,8
seaborn,8
seahorse,8
sgml-data,8
shine,8
shorewall,8
silo-llnl,8
simpleeval,8
slixmpp,8
slurp,8
snappy-java,8
squid,8
sshfs-fuse,8
ssm,8
sysstat,8
tclsh,8
telepathy-mission-control-5,8
tigervnc,8
tntnet,8
tomcat11,8
tree-puzzle,8
tryton-modules-country,8
tryton-modules-product-price-list,8
ttf-bitstream-vera,8
tumbler,8
tuxmath,8
tuxpaint,8
tuxtype,8
ubuntu-keyring,8
ubuntu-packaging-guide,8
ucommon,8
usbredir,8
varnam-schemes,8
vnlog,8
webp-pixbuf-loader,8
wf-config,8
wmctrl,8
workrave,8
wtmpdb,8
xdg-desktop-portal-backend,8
xfwm4,8
xmlstarlet,8
xmltv,8
xmonad,8
xsane,8
xvidcore,8
zziplib,8
actor-framework,7
aircrack-ng,7
airspyone-host,7
alkimia,7
alure,7
aravis,7
argtable2,7
astroid,7
atlas-ecmwf,7
atomix,7
audacity,7
avy,7
babeltrace2,7
beancount,7
belr,7
binoculars,7
biosquid,7
biosyntax,7
black,7
bliss,7
blockdiag,7
bochs,7
botan,7
bzflag,7
c++-annotations,7
calamares-settings-debian,7
canna,7
cbor2,7
cclib,7
cdebconf,7
cegui-mk2,7
chmlib,7
cinnamon-translations,7
cl-postmodern,7
cl-usocket,7
clipper,7
cloud-utils,7
cloudpickle,7
cmigemo,7
coderay,7
coinor-ipopt,7
collada-dom,7
colors.js,7
commons-pool,7
continuity,7
cowdancer,7
csh,7
ctsim,7
cvc4,7
d3-format,7
dask.distributed,7
dateparser,7
deap,7
debusine,7
deluge,7
dleyna,7
docker-registry,7
doxia-sitetools,7
dyssol,7
editorconfig-core,7
elinks,7
elixir-lang,7
emacs-git-modes,7
embree,7
engrampa,7
etcd,7
facter,7
fermi-lite,7
ffcall,7
firehol,7
fisicalab.app,7
fityk,7
flashrom,7
fontmath,7
fonts-android,7
fonts-sil-andika,7
freeipa,7
frei0r,7
frozenlist,7
fte,7
funtools,7
fzf,7
ganeti,7
gcab,7
gearmand,7
geoip-database,7
geomview,7
gfarm,7
gir1.2-cairo-1.0-dev,7
gir1.2-gst-1.0,7
gir1.2-soup-3.0-dev,7
girara,7
givaro,7
globus-gass-cache-program,7
globus-gatekeeper,7
globus-gram-protocol,7
glyr,7
gmerlin-avdecoder,7
gnome-initial-setup,7
gocr,7
golang-github-chzyer-readline,7
golang-github-containers-storage,7
golang-github-cznic-mathutil,7
golang-github-docker-go-connections,7
golang-github-go-errors-errors,7
golang-github-go-openapi-errors,7
golang-github-google-gofuzz,7
golang-github-google-shlex,7
golang-github-hashicorp-go-uuid,7
golang-github-juju-loggo,7
golang-github-klauspost-cpuid,7
golang-github-masterminds-semver-dev,7
golang-github-muesli-termenv,7
golang-github-rcrowley-go-metrics,7
golang-github-rs-xid,7
golang-github-tinylib-msgp,7
golang-go.opencensus,7
golang-gopkg-alecthomas-kingpin.v2,7
golang-gopkg-natefinch-lumberjack.v2,7
golang-gopkg-square-go-jose.v2,7
golang-pretty,7
golang-websocket-dev,7
gopacket,7
gputils,7
gtk4-layer-shell,7
gtkmm2.4,7
guice,7
guile-2.2,7
gupnp-dlna,7
haskell-base-compat-batteries,7
haskell-clock,7
haskell-crypto-api,7
haskell-crypton-connection,7
haskell-crypton-x509,7
haskell-digest,7
haskell-fingertree,7
haskell-gi-pango,7
haskell-hsopenssl,7
haskell-hspec-expectations,7
haskell-hxt,7
haskell-hxt-charproperties,7
haskell-lambdabot-core,7
haskell-lua,7
haskell-math-functions,7
haskell-microlens-mtl,7
haskell-mmorph,7
haskell-mwc-random,7
haskell-old-locale,7
haskell-pandoc,7
haskell-pem,7
haskell-pipes,7
haskell-psqueues,7
haskell-regex-posix,7
haskell-resource-pool,7
haskell-safe-exceptions,7
haskell-splitmix,7
haskell-statevar,7
haskell-tagsoup,7
haskell-terminal-size,7
haskell-text-short,7
haskell-th-compat,7
haskell-uuid-types,7
haskell-x11,7
haskell-x509,7
haskell-yesod-form,7
hatchling,7
hdf-eos5,7
heat,7
hipercontracer,7
hspell,7
html2text,7
humanfriendly,7
hwdata,7
ibus-table-chinese,7
iceweasel,7
iio-sensor-proxy,7
img2pdf,7
incremental,7
intel-processor-trace,7
iproute,7
ipset,7
ismrmrd,7
isort,7
isospec,7
ispell-uk,7
istack-commons,7
jed,7
jline2,7
jruby,7
kalgebra,7
kbookmarks,7
kcontacts,7
kdeedu-data,7
kdepim-runtime,7
kdsingleapplication,7
keyman,7
kf6-kdoctools,7
kf6-modemmanager-qt,7
